geneset	description	link	C	O	E	R	PValue	FDR	overlapGene	OverlapGene_UserID
GO:0006396	RNA processing	http://amigo.geneontology.org/amigo/term/GO:0006396	887	32	12.0894324122479	2.6469398156013	4.36146124993542e-07	0.000309918167318327	1660;1994;5430;5436;6129;6175;6201;6637;6829;8189;9169;9444;10171;10768;23195;23210;23405;25926;26173;29894;50628;51163;51755;54920;55127;55661;55695;55720;55756;60528;80135;115752	RCL1;AHCYL1;DIS3L;DHX9;ELAVL1;MDN1;JMJD6;DICER1;NOL11;INTS1;CPSF1;GEMIN4;DBR1;CDK12;POLR2A;POLR2G;DUS2;HEATR1;DDX27;NSUN5;TSR1;INTS9;ELAC2;RPL7;RPLP0;RPS7;SNRPG;SUPT5H;RPF1;SYMPK;SCAF11;QKI
GO:0006403	RNA localization	http://amigo.geneontology.org/amigo/term/GO:0006403	201	14	2.73954443614638	5.11033871737204	6.76803576737939e-07	0.000440189021049951	545;908;4600;7514;8021;9444;9688;9793;23049;23165;23225;29894;54680;81929	SMG1;NUP205;NUP210;CPSF1;MX2;ATR;ZNHIT6;XPO1;NUP214;SEH1L;CCT6A;QKI;NUP93;CKAP5
GO:0033554	cellular response to stress	http://amigo.geneontology.org/amigo/term/GO:0033554	1703	48	23.2111650485437	2.06797030220642	7.22721507528945e-07	0.000440189021049951	440;545;673;1499;1639;1642;1785;2073;2185;3708;3835;3978;4282;4796;4976;5111;5426;5430;5436;5591;5594;6880;7153;7157;7158;7318;7398;8021;8295;9344;9688;10075;10399;10514;10912;10919;22937;22992;23019;23049;23165;23225;27250;54106;56160;81929;84444;113130	HUWE1;RACK1;MYBBP1A;GADD45G;EHMT2;CDCA5;CTNNB1;DCTN1;DDB1;DNM2;ERCC5;PTK2B;SCAP;KDM2A;CNOT1;SMG1;NUP205;NUP210;PDCD4;ITPR1;KIF22;LIG1;MIF;ASNS;TONSL;OPA1;PCNA;TLR9;POLE;POLR2A;POLR2G;ATR;PRKDC;MAPK1;NSMCE3;BRAF;TAF9;TOP2A;TP53;TP53BP1;UBA7;USP1;NUP214;SEH1L;TRRAP;DOT1L;TAOK2;NUP93
GO:0032446	protein modification by small protein conjugation	http://amigo.geneontology.org/amigo/term/GO:0032446	866	31	11.803211351755	2.62640387231485	7.97152191034378e-07	0.000446327519452047	701;1499;1642;2185;5111;5707;5905;7153;7157;7158;7318;8021;9688;9730;9968;10075;10477;23165;23225;23304;23352;25831;26133;26233;54850;56160;57448;64135;80344;81929;130507	HUWE1;UBE2E3;UBR3;CTNNB1;DDB1;PTK2B;NUP205;NUP210;UBR2;UBR4;HECTD1;TRPC4AP;FBXL6;PCNA;FBXL12;NSMCE3;PSMD1;BIRC6;RANGAP1;IFIH1;BUB1B;TOP2A;TP53;TP53BP1;UBA7;NUP214;DCAF11;SEH1L;NUP93;DCAF1;MED12
GO:0006281	DNA repair	http://amigo.geneontology.org/amigo/term/GO:0006281	485	22	6.61034353995519	3.3281174975286	8.37485670368565e-07	0.000446327519452047	545;1642;2073;3835;3978;4796;5111;5426;5430;5436;5591;7157;7158;7318;7398;8295;10075;22992;23049;56160;84444;113130	HUWE1;CDCA5;DDB1;ERCC5;KDM2A;SMG1;KIF22;LIG1;TONSL;PCNA;POLE;POLR2A;POLR2G;ATR;PRKDC;NSMCE3;TP53;TP53BP1;UBA7;USP1;TRRAP;DOT1L
GO:1902580	single-organism cellular localization	http://amigo.geneontology.org/amigo/term/GO:1902580	1107	36	15.0879387602689	2.38601180532353	9.23830260513014e-07	0.000450098629911065	673;1176;1499;1639;1785;1794;2316;3689;3838;4627;4796;4976;5190;5594;5649;6129;6175;6201;6711;7157;8021;8409;9141;9344;9648;9688;10399;23165;23224;23225;23499;26953;54106;55667;81929;375056	RACK1;AP3S1;CTNNB1;DCTN1;DNM2;DOCK2;FLNA;NUP205;SYNE2;NUP210;MACF1;RANBP6;ITGB2;MIA3;KPNA2;MYH9;TONSL;OPA1;PEX6;TLR9;DENND4C;MAPK1;RELN;RPL7;RPLP0;RPS7;SPTBN1;BRAF;TP53;NUP214;SEH1L;UXT;PDCD5;TAOK2;GCC2;NUP93
GO:0000723	telomere maintenance	http://amigo.geneontology.org/amigo/term/GO:0000723	123	11	1.67643764002987	6.56153246463971	9.50131973542767e-07	0.000450098629911065	545;908;1499;3978;5111;5426;5591;5594;7011;23049;79991	CTNNB1;SMG1;LIG1;PCNA;POLE;ATR;PRKDC;MAPK1;TEP1;STN1;CCT6A
GO:0051726	regulation of cell cycle	http://amigo.geneontology.org/amigo/term/GO:0051726	972	33	13.2479462285288	2.49095213935397	1.09814498194805e-06	0.00049283590847742	440;545;678;701;1192;1499;1642;3054;4282;4600;5111;5591;5707;7153;7157;7158;7514;8021;8314;8567;9344;10399;10514;10912;10983;11113;11180;23019;27250;51755;57448;84444;113130	RACK1;MYBBP1A;GADD45G;CCNI;CIT;WDR6;CDCA5;CLIC1;CTNNB1;DDB1;CNOT1;PDCD4;HCFC1;MIF;ASNS;MX2;PCNA;CDK12;ATR;PRKDC;PSMD1;BIRC6;ZFP36L2;BUB1B;TOP2A;TP53;TP53BP1;XPO1;NUP214;BAP1;DOT1L;MADD;TAOK2
GO:0042254	ribosome biogenesis	http://amigo.geneontology.org/amigo/term/GO:0042254	313	17	4.26605675877521	3.98494463652676	1.42369869893244e-06	0.000589270069166034	6129;6175;6201;7514;10171;23195;25926;50628;51491;54680;55127;55661;55695;55720;56342;80135;115752	RCL1;DIS3L;MDN1;NOL11;GEMIN4;NOP16;ZNHIT6;HEATR1;DDX27;NSUN5;TSR1;PPAN;RPL7;RPLP0;RPS7;XPO1;RPF1
GO:0006974	cellular response to DNA damage stimulus	http://amigo.geneontology.org/amigo/term/GO:0006974	755	28	10.2903286034354	2.72100154222988	1.45123389849733e-06	0.000589270069166034	545;1642;2073;3835;3978;4282;4796;5111;5426;5430;5436;5591;5594;6880;7153;7157;7158;7318;7398;8295;9344;10075;22992;23019;23049;56160;84444;113130	HUWE1;CDCA5;DDB1;ERCC5;KDM2A;CNOT1;SMG1;KIF22;LIG1;MIF;TONSL;PCNA;POLE;POLR2A;POLR2G;ATR;PRKDC;MAPK1;NSMCE3;TAF9;TOP2A;TP53;TP53BP1;UBA7;USP1;TRRAP;DOT1L;TAOK2
GO:0034470	ncRNA processing	http://amigo.geneontology.org/amigo/term/GO:0034470	393	19	5.35642270351008	3.54714350447907	1.92265501697264e-06	0.000745203605896623	6129;6175;6201;10171;23195;23405;25926;26173;29894;50628;54920;55127;55661;55695;55720;55756;60528;80135;115752	RCL1;DIS3L;MDN1;DICER1;NOL11;INTS1;CPSF1;GEMIN4;DUS2;HEATR1;DDX27;NSUN5;TSR1;INTS9;ELAC2;RPL7;RPLP0;RPS7;RPF1
GO:0071897	DNA biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0071897	192	13	2.6168782673637	4.96775114155251	2.34419728983859e-06	0.000869085664802333	545;908;1499;2185;3978;5111;5426;5594;7011;7157;7318;10514;79991	MYBBP1A;CTNNB1;PTK2B;LIG1;PCNA;POLE;ATR;MAPK1;TEP1;TP53;UBA7;STN1;CCT6A
GO:0000278	mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0000278	965	32	13.1525392083645	2.43299027610192	2.68953302451358e-06	0.000955568670834471	440;678;701;1499;1639;1642;1785;2316;3835;3978;4173;5111;5426;5591;5707;6241;6711;7153;7157;8021;9688;9793;10051;11113;23019;23165;23225;55125;56992;57448;81929;113130	SMC4;CIT;CDCA5;CTNNB1;DCTN1;DDB1;DNM2;CNOT1;FLNA;NUP205;NUP210;KIF22;LIG1;MCM4;ASNS;PCNA;POLE;CEP192;PRKDC;KIF15;PSMD1;BIRC6;RRM2;SPTBN1;ZFP36L2;BUB1B;TOP2A;TP53;NUP214;SEH1L;NUP93;CKAP5
GO:1903047	mitotic cell cycle process	http://amigo.geneontology.org/amigo/term/GO:1903047	877	30	11.9531366691561	2.5098014713922	3.08297467044305e-06	0.00105154100059472	678;701;1639;1642;1785;2316;3835;3978;4173;5111;5426;5591;5707;6241;6711;7153;7157;8021;9688;9793;10051;11113;23019;23165;23225;55125;56992;57448;81929;113130	SMC4;CIT;CDCA5;DCTN1;DDB1;DNM2;CNOT1;FLNA;NUP205;NUP210;KIF22;LIG1;MCM4;PCNA;POLE;CEP192;PRKDC;KIF15;PSMD1;BIRC6;RRM2;SPTBN1;ZFP36L2;BUB1B;TOP2A;TP53;NUP214;SEH1L;NUP93;CKAP5
GO:0051236	establishment of RNA localization	http://amigo.geneontology.org/amigo/term/GO:0051236	170	12	2.31702763256161	5.17904915390814	3.75568890742528e-06	0.00120337210420292	545;4600;7514;8021;9444;9688;9793;23049;23165;23225;29894;81929	SMG1;NUP205;NUP210;CPSF1;MX2;ATR;XPO1;NUP214;SEH1L;QKI;NUP93;CKAP5
GO:0022402	cell cycle process	http://amigo.geneontology.org/amigo/term/GO:0022402	1280	38	17.445855115758	2.17816780821918	3.96841229910461e-06	0.00120337210420292	678;701;1499;1639;1642;1785;2316;3835;3978;4173;4282;4627;5111;5426;5591;5707;5905;6241;6711;7153;7157;7514;8021;9688;9793;10051;10514;11113;11180;23019;23165;23225;23304;55125;56992;57448;81929;113130	SMC4;MYBBP1A;CIT;WDR6;CDCA5;CTNNB1;DCTN1;DDB1;DNM2;CNOT1;FLNA;NUP205;NUP210;UBR2;KIF22;LIG1;MCM4;MIF;MYH9;PCNA;POLE;CEP192;PRKDC;KIF15;PSMD1;BIRC6;RANGAP1;RRM2;SPTBN1;ZFP36L2;BUB1B;TOP2A;TP53;XPO1;NUP214;SEH1L;NUP93;CKAP5
GO:0061024	membrane organization	http://amigo.geneontology.org/amigo/term/GO:0061024	1032	33	14.0657206870799	2.34612934055432	4.02216676231859e-06	0.00120337210420292	673;1639;1785;1794;2316;3689;4627;4976;5297;5649;6129;6175;6201;6711;7157;7852;8021;8443;9141;9344;9648;9688;10399;23165;23224;23225;23499;55667;58485;81929;84079;115704;375056	RACK1;EVI5L;DCTN1;DNM2;DOCK2;FLNA;NUP205;SYNE2;NUP210;MACF1;ITGB2;MIA3;MYH9;OPA1;PI4KA;DENND4C;RELN;TRAPPC1;RPL7;RPLP0;RPS7;SPTBN1;BRAF;TP53;CXCR4;NUP214;SEH1L;ANKRD27;GNPAT;PDCD5;TAOK2;GCC2;NUP93
GO:0051649	establishment of localization in cell	http://amigo.geneontology.org/amigo/term/GO:0051649	1976	51	26.9320388349515	1.89365537130497	4.09262237854868e-06	0.00120337210420292	673;1176;1499;1639;1785;2185;2316;3708;3835;3838;4600;4627;4796;4976;5190;5594;5905;6129;6175;6201;6637;6642;6711;7157;7514;8021;8314;8409;9141;9344;9382;9648;9688;10075;10514;10768;23049;23165;23224;23225;26953;29894;50628;53373;54106;58485;81929;84079;113130;115704;375056	HUWE1;MYBBP1A;AHCYL1;CDCA5;EVI5L;AP3S1;CTNNB1;DCTN1;DNM2;PTK2B;SMG1;FLNA;NUP205;SYNE2;NUP210;RANBP6;CPSF1;ITPR1;MIA3;KIF22;KPNA2;MX2;MYH9;TONSL;OPA1;GEMIN4;PEX6;TPCN1;TLR9;MAPK1;TRAPPC1;RANGAP1;RPL7;RPLP0;RPS7;SNRPG;SNX1;SPTBN1;BRAF;TP53;XPO1;NUP214;SEH1L;BAP1;ANKRD27;UXT;PDCD5;TAOK2;COG1;GCC2;NUP93
GO:0046907	intracellular transport	http://amigo.geneontology.org/amigo/term/GO:0046907	1662	45	22.6523525018671	1.98654863755502	5.11848493367495e-06	0.00145484403431488	673;1176;1499;1639;1785;2316;3838;4600;4796;4976;5190;5594;5905;6129;6175;6201;6637;6642;6711;7157;7514;8021;8314;8409;9141;9344;9382;9648;9688;10075;10514;10768;23049;23165;23224;23225;26953;29894;50628;54106;58485;81929;84079;115704;375056	HUWE1;MYBBP1A;AHCYL1;EVI5L;AP3S1;CTNNB1;DCTN1;DNM2;SMG1;FLNA;NUP205;SYNE2;NUP210;RANBP6;CPSF1;MIA3;KPNA2;MX2;TONSL;OPA1;GEMIN4;PEX6;TLR9;MAPK1;TRAPPC1;RANGAP1;RPL7;RPLP0;RPS7;SNRPG;SNX1;SPTBN1;BRAF;TP53;XPO1;NUP214;SEH1L;BAP1;ANKRD27;UXT;PDCD5;TAOK2;COG1;GCC2;NUP93
GO:0044033	multi-organism metabolic process	http://amigo.geneontology.org/amigo/term/GO:0044033	209	13	2.84858103061987	4.56367568984728	5.96629282401118e-06	0.00164111544872075	5297;5430;5436;6129;6175;6201;6829;7153;8021;9688;23165;23225;81929	NUP205;NUP210;PI4KA;POLR2A;POLR2G;RPL7;RPLP0;RPS7;SUPT5H;TOP2A;NUP214;SEH1L;NUP93
GO:0022618	ribonucleoprotein complex assembly	http://amigo.geneontology.org/amigo/term/GO:0022618	185	12	2.5214712471994	4.75912624953721	8.95348013774111e-06	0.0023858226604537	545;6637;6880;9169;23019;23195;23405;50628;54680;55720;56342;80135	CNOT1;MDN1;DICER1;GEMIN4;ATR;ZNHIT6;TSR1;PPAN;SNRPG;TAF9;RPF1;SCAF11
GO:0031047	gene silencing by RNA	http://amigo.geneontology.org/amigo/term/GO:0031047	132	10	1.79910380881255	5.55832295558323	1.32136483571577e-05	0.00341432665277222	1994;5430;5436;8021;9688;23019;23165;23225;23405;81929	ELAVL1;CNOT1;NUP205;NUP210;DICER1;POLR2A;POLR2G;NUP214;SEH1L;NUP93
GO:0016032	viral process	http://amigo.geneontology.org/amigo/term/GO:0016032	711	25	9.69062733383122	2.57981234225382	1.38687501092249e-05	0.00347820094651062	1642;3054;3838;5297;5430;5436;5594;6129;6175;6201;6829;7153;7157;7514;7726;7852;8021;8672;9688;9730;10399;23165;23225;23352;81929	RACK1;DDB1;NUP205;NUP210;UBR4;HCFC1;KPNA2;PI4KA;POLR2A;POLR2G;MAPK1;RPL7;RPLP0;RPS7;SUPT5H;TOP2A;TP53;XPO1;TRIM26;CXCR4;NUP214;SEH1L;EIF4G3;NUP93;DCAF1
GO:0044764	multi-organism cellular process	http://amigo.geneontology.org/amigo/term/GO:0044764	717	25	9.77240477968633	2.55822395445253	1.59817712058752e-05	0.00379870514151242	1642;3054;3838;5297;5430;5436;5594;6129;6175;6201;6829;7153;7157;7514;7726;7852;8021;8672;9688;9730;10399;23165;23225;23352;81929	RACK1;DDB1;NUP205;NUP210;UBR4;HCFC1;KPNA2;PI4KA;POLR2A;POLR2G;MAPK1;RPL7;RPLP0;RPS7;SUPT5H;TOP2A;TP53;XPO1;TRIM26;CXCR4;NUP214;SEH1L;EIF4G3;NUP93;DCAF1
GO:0071826	ribonucleoprotein complex subunit organization	http://amigo.geneontology.org/amigo/term/GO:0071826	196	12	2.67139656460045	4.49203242941012	1.60376902890169e-05	0.00379870514151242	545;6637;6880;9169;23019;23195;23405;50628;54680;55720;56342;80135	CNOT1;MDN1;DICER1;GEMIN4;ATR;ZNHIT6;TSR1;PPAN;SNRPG;TAF9;RPF1;SCAF11
GO:0050657	nucleic acid transport	http://amigo.geneontology.org/amigo/term/GO:0050657	167	11	2.27613890963406	4.83274546796817	1.84267100329372e-05	0.00413485674870672	4600;7514;8021;9444;9688;9793;23049;23165;23225;29894;81929	SMG1;NUP205;NUP210;CPSF1;MX2;XPO1;NUP214;SEH1L;QKI;NUP93;CKAP5
GO:0050658	RNA transport	http://amigo.geneontology.org/amigo/term/GO:0050658	167	11	2.27613890963406	4.83274546796817	1.84267100329372e-05	0.00413485674870672	4600;7514;8021;9444;9688;9793;23049;23165;23225;29894;81929	SMG1;NUP205;NUP210;CPSF1;MX2;XPO1;NUP214;SEH1L;QKI;NUP93;CKAP5
GO:0034622	cellular macromolecular complex assembly	http://amigo.geneontology.org/amigo/term/GO:0034622	914	29	12.457430918596	2.32792781990947	1.90834484459224e-05	0.00415688027977544	545;1639;1642;1785;2073;2185;3008;4976;6637;6711;6880;7456;9169;9688;9793;23019;23165;23195;23405;26953;50628;54680;54919;55720;56342;80135;84079;146206;375056	CARMIL2;DCTN1;DDB1;DNM2;ERCC5;PTK2B;CNOT1;NUP205;MDN1;DICER1;RANBP6;HIST1H1E;MIA3;OPA1;GEMIN4;ATR;ZNHIT6;DNAAF5;TSR1;PPAN;SNRPG;SPTBN1;TAF9;WIPF1;RPF1;ANKRD27;SCAF11;NUP93;CKAP5
GO:0051028	mRNA transport	http://amigo.geneontology.org/amigo/term/GO:0051028	138	10	1.88088125466766	5.31665674012309	1.94998488555198e-05	0.00415688027977544	4600;7514;8021;9444;9688;23049;23165;23225;29894;81929	SMG1;NUP205;NUP210;CPSF1;MX2;XPO1;NUP214;SEH1L;QKI;NUP93
GO:1902582	single-organism intracellular transport	http://amigo.geneontology.org/amigo/term/GO:1902582	823	27	11.21713965646	2.40703074285524	2.12036600416576e-05	0.00440984412622475	673;1176;1499;1639;1785;2316;3838;4796;4976;5190;5594;6129;6175;6201;6711;8021;8409;9141;9344;9688;23165;23224;23225;26953;54106;81929;375056	AP3S1;CTNNB1;DCTN1;DNM2;FLNA;NUP205;SYNE2;NUP210;RANBP6;MIA3;KPNA2;TONSL;OPA1;PEX6;TLR9;MAPK1;RPL7;RPLP0;RPS7;SPTBN1;BRAF;NUP214;SEH1L;UXT;PDCD5;TAOK2;NUP93
GO:0016570	histone modification	http://amigo.geneontology.org/amigo/term/GO:0016570	425	18	5.79256908140403	3.10742949234488	2.19403826041686e-05	0.00445442005870824	1499;1642;3008;3054;6880;7157;8242;8295;8314;9730;9736;10075;10765;10919;22992;23210;23304;84444	HUWE1;KDM5B;EHMT2;CTNNB1;DDB1;KDM2A;JMJD6;UBR2;HIST1H1E;HCFC1;TAF9;TP53;KDM5C;TRRAP;BAP1;DOT1L;DCAF1;USP34
GO:0009057	macromolecule catabolic process	http://amigo.geneontology.org/amigo/term/GO:0009057	1173	34	15.9874906646751	2.12666269604924	2.27125937624084e-05	0.00450396016307108	678;701;1499;1642;2185;2316;4953;5436;5707;6129;6175;6201;6642;6880;7157;7318;7398;7514;8237;8314;9736;10075;10399;23019;23049;23304;23352;23405;25831;25976;26133;54850;115752;130507	HUWE1;RACK1;DIS3L;UBR3;CTNNB1;DDB1;PTK2B;CNOT1;SMG1;FLNA;UBR2;UBR4;DICER1;HECTD1;TIPARP;TRPC4AP;ODC1;POLR2G;FBXL12;PSMD1;RPL7;RPLP0;RPS7;SNX1;ZFP36L2;TAF9;BUB1B;TP53;UBA7;USP1;XPO1;USP11;BAP1;USP34
GO:0044802	single-organism membrane organization	http://amigo.geneontology.org/amigo/term/GO:0044802	885	28	12.0621732636296	2.3213064004334	2.83304134791607e-05	0.00539700610053683	673;1639;1785;1794;2316;3689;4976;5649;6129;6175;6201;6711;7157;7852;8021;9141;9344;9648;9688;10399;23165;23224;23225;23499;55667;81929;84079;115704	RACK1;EVI5L;DCTN1;DNM2;DOCK2;FLNA;NUP205;SYNE2;NUP210;MACF1;ITGB2;OPA1;DENND4C;RELN;RPL7;RPLP0;RPS7;SPTBN1;BRAF;TP53;CXCR4;NUP214;SEH1L;ANKRD27;PDCD5;TAOK2;GCC2;NUP93
GO:0019083	viral transcription	http://amigo.geneontology.org/amigo/term/GO:0019083	175	11	2.38517550410754	4.61181996086106	2.8481913278311e-05	0.00539700610053683	5430;5436;6129;6175;6201;6829;8021;9688;23165;23225;81929	NUP205;NUP210;POLR2A;POLR2G;RPL7;RPLP0;RPS7;SUPT5H;NUP214;SEH1L;NUP93
GO:0044403	symbiosis, encompassing mutualism through parasitism	http://amigo.geneontology.org/amigo/term/GO:0044403	746	25	10.1676624346527	2.45877557016416	3.09300785767963e-05	0.00555128064976398	1642;3054;3838;5297;5430;5436;5594;6129;6175;6201;6829;7153;7157;7514;7726;7852;8021;8672;9688;9730;10399;23165;23225;23352;81929	RACK1;DDB1;NUP205;NUP210;UBR4;HCFC1;KPNA2;PI4KA;POLR2A;POLR2G;MAPK1;RPL7;RPLP0;RPS7;SUPT5H;TOP2A;TP53;XPO1;TRIM26;CXCR4;NUP214;SEH1L;EIF4G3;NUP93;DCAF1
GO:0044419	interspecies interaction between organisms	http://amigo.geneontology.org/amigo/term/GO:0044419	746	25	10.1676624346527	2.45877557016416	3.09300785767963e-05	0.00555128064976398	1642;3054;3838;5297;5430;5436;5594;6129;6175;6201;6829;7153;7157;7514;7726;7852;8021;8672;9688;9730;10399;23165;23225;23352;81929	RACK1;DDB1;NUP205;NUP210;UBR4;HCFC1;KPNA2;PI4KA;POLR2A;POLR2G;MAPK1;RPL7;RPLP0;RPS7;SUPT5H;TOP2A;TP53;XPO1;TRIM26;CXCR4;NUP214;SEH1L;EIF4G3;NUP93;DCAF1
