geneset	description	link	C	O	E	R	PValue	FDR	overlapGene	OverlapGene_UserID
GO:0044265	cellular macromolecule catabolic process	http://amigo.geneontology.org/amigo/term/GO:0044265	945	27	9.88050784167289	2.73265306122449	1.74307773859184e-06	0.00135120217063387	1642;2185;5073;5689;5709;6129;6137;6143;6201;6222;6499;7317;7812;8878;9100;9320;9349;9373;10524;22803;23327;23644;26267;27044;51132;51366;54850	KAT5;DDB1;PTK2B;XRN2;NEDD4L;EDC4;FBXO10;SND1;PARN;RLIM;UBR5;FBXL12;PSMB1;PSMD3;RPL7;RPL13;RPL19;RPS7;RPS18;SKIV2L;UBA1;CSDE1;SQSTM1;USP10;TRIP12;RPL23;PLAA
GO:0044033	multi-organism metabolic process	http://amigo.geneontology.org/amigo/term/GO:0044033	209	12	2.18521284540702	5.49145591250854	2.04311616092134e-06	0.00145180429201469	4928;5431;5437;6129;6137;6143;6201;6222;8021;8664;9349;9475	NUP98;POLR2B;POLR2H;RPL7;RPL13;RPL19;RPS7;RPS18;NUP214;EIF3D;RPL23;ROCK2
GO:0006364	rRNA processing	http://amigo.geneontology.org/amigo/term/GO:0006364	253	13	2.64525765496639	4.91445511010728	2.61552593516789e-06	0.00171558381916743	6129;6137;6143;6201;6222;9188;9349;22803;23246;27043;28987;55661;55695	XRN2;BOP1;PELP1;NOB1;DDX27;NSUN5;RPL7;RPL13;RPL19;RPS7;RPS18;DDX21;RPL23
GO:0022402	cell cycle process	http://amigo.geneontology.org/amigo/term/GO:0022402	1280	32	13.3831217326363	2.39107142857143	3.01646658207311e-06	0.00183724361038124	328;641;1642;2177;3064;4175;4176;4627;4928;5108;5111;5689;5709;5901;8021;9126;9181;9475;9793;9897;10657;11113;11180;11258;22974;23592;25909;56984;56992;58528;79959;387893	KHDRBS1;CIT;WDR6;DCTN3;DDB1;FANCD2;TPX2;LEMD3;AHCTF1;HTT;APEX1;KMT5A;MCM6;MCM7;MYH9;NUP98;PCM1;PCNA;PSMB1;PSMG2;KIF15;PSMD3;RRAGD;RAN;BLM;CEP76;NUP214;SMC3;ARHGEF2;ROCK2;CKAP5;WASHC5
GO:0016072	rRNA metabolic process	http://amigo.geneontology.org/amigo/term/GO:0016072	260	13	2.71844660194175	4.78214285714286	3.53159432875394e-06	0.00200759365608566	6129;6137;6143;6201;6222;9188;9349;22803;23246;27043;28987;55661;55695	XRN2;BOP1;PELP1;NOB1;DDX27;NSUN5;RPL7;RPL13;RPL19;RPS7;RPS18;DDX21;RPL23
GO:0019080	viral gene expression	http://amigo.geneontology.org/amigo/term/GO:0019080	186	11	1.94473487677371	5.6562980030722	4.15014297283633e-06	0.00221176682058596	4928;5431;5437;6129;6137;6143;6201;6222;8021;8664;9349	NUP98;POLR2B;POLR2H;RPL7;RPL13;RPL19;RPS7;RPS18;NUP214;EIF3D;RPL23
GO:0071346	cellular response to interferon-gamma	http://amigo.geneontology.org/amigo/term/GO:0071346	132	9	1.38013442867812	6.5211038961039	1.018129317365e-05	0.00487989599842035	1612;2597;3383;3662;4938;6772;10346;53840;85363	TRIM22;DAPK1;GAPDH;ICAM1;IRF4;OAS1;TRIM34;STAT1;TRIM5
GO:0006401	RNA catabolic process	http://amigo.geneontology.org/amigo/term/GO:0006401	246	12	2.57206870799104	4.66550522648084	1.08766217958856e-05	0.00487989599842035	5073;6129;6137;6143;6201;6222;6499;7812;9349;22803;23644;27044	XRN2;EDC4;SND1;PARN;RPL7;RPL13;RPL19;RPS7;RPS18;SKIV2L;CSDE1;RPL23
GO:0032446	protein modification by small protein conjugation	http://amigo.geneontology.org/amigo/term/GO:0032446	866	24	9.05451829723674	2.65061035961729	1.17050107125705e-05	0.00487989599842035	142;641;1642;2185;3190;4928;5111;5689;5709;7317;8021;8473;9126;9320;10346;23327;26267;51132;51366;54850;64135;64400;84678;85363	TRIM22;PARP1;DDB1;PTK2B;NEDD4L;FBXO10;HNRNPK;NUP98;PCNA;RLIM;UBR5;FBXL12;PSMB1;PSMD3;BLM;IFIH1;AKTIP;UBA1;NUP214;KDM2B;OGT;TRIM5;SMC3;TRIP12
GO:0009057	macromolecule catabolic process	http://amigo.geneontology.org/amigo/term/GO:0009057	1173	29	12.2643764002987	2.36457191572281	1.17578609019064e-05	0.00487989599842035	178;1642;2185;4953;5073;5689;5709;6129;6137;6143;6201;6222;6499;7317;7812;8878;9100;9320;9349;9373;10524;22803;23327;23644;26267;27044;51132;51366;54850	KAT5;DDB1;AGL;PTK2B;XRN2;NEDD4L;EDC4;FBXO10;SND1;ODC1;PARN;RLIM;UBR5;FBXL12;PSMB1;PSMD3;RPL7;RPL13;RPL19;RPS7;RPS18;SKIV2L;UBA1;CSDE1;SQSTM1;USP10;TRIP12;RPL23;PLAA
GO:0070647	protein modification by small protein conjugation or removal	http://amigo.geneontology.org/amigo/term/GO:0070647	988	26	10.3300970873786	2.51691729323308	1.2120592236986e-05	0.00487989599842035	142;641;1642;2185;3190;4928;5111;5689;5709;7317;8021;8295;8473;9100;9126;9320;10346;23327;26267;51132;51366;54850;64135;64400;84678;85363	TRIM22;PARP1;DDB1;PTK2B;NEDD4L;FBXO10;HNRNPK;NUP98;PCNA;RLIM;UBR5;FBXL12;PSMB1;PSMD3;BLM;IFIH1;AKTIP;UBA1;NUP214;TRRAP;KDM2B;OGT;TRIM5;USP10;SMC3;TRIP12
GO:0006974	cellular response to DNA damage stimulus	http://amigo.geneontology.org/amigo/term/GO:0006974	755	22	7.89395070948469	2.78694418164617	1.30053843245825e-05	0.00487989599842035	142;328;641;1642;2177;2885;3190;4176;5111;5431;5437;7317;7520;8295;9100;9126;9320;10524;10973;51366;57659;387893	KAT5;ASCC3;PARP1;DDB1;FANCD2;GRB2;HNRNPK;APEX1;KMT5A;MCM7;PCNA;UBR5;POLR2B;POLR2H;ZBTB4;BLM;UBA1;XRCC5;TRRAP;USP10;SMC3;TRIP12
GO:0032508	DNA duplex unwinding	http://amigo.geneontology.org/amigo/term/GO:0032508	75	7	0.784167289021658	8.92666666666667	1.316261381068e-05	0.00487989599842035	142;641;1642;4175;4176;7520;10973	ASCC3;PARP1;DDB1;MCM6;MCM7;BLM;XRCC5
GO:0051276	chromosome organization	http://amigo.geneontology.org/amigo/term/GO:0051276	591	19	6.17923823749067	3.07481266618322	1.37951193692754e-05	0.00490129095257546	142;328;641;1642;2177;3066;4175;4176;4928;5111;7011;7520;9126;9793;10973;23592;25909;56984;79991	ASCC3;PARP1;DDB1;FANCD2;LEMD3;AHCTF1;HDAC2;APEX1;MCM6;MCM7;NUP98;PCNA;PSMG2;BLM;TEP1;XRCC5;STN1;SMC3;CKAP5
GO:1903047	mitotic cell cycle process	http://amigo.geneontology.org/amigo/term/GO:1903047	877	24	9.16952949962659	2.61736439159472	1.44183054360258e-05	0.0049177956181197	328;641;1642;3064;4175;4176;4928;5108;5111;5689;5709;5901;8021;9126;9181;9793;10657;11113;11258;22974;56984;56992;79959;387893	KHDRBS1;CIT;DCTN3;DDB1;TPX2;HTT;APEX1;KMT5A;MCM6;MCM7;NUP98;PCM1;PCNA;PSMB1;PSMG2;KIF15;PSMD3;RAN;BLM;CEP76;NUP214;SMC3;ARHGEF2;CKAP5
GO:0019083	viral transcription	http://amigo.geneontology.org/amigo/term/GO:0019083	175	10	1.82972367438387	5.46530612244898	1.55031664551553e-05	0.00494102218005638	4928;5431;5437;6129;6137;6143;6201;6222;8021;9349	NUP98;POLR2B;POLR2H;RPL7;RPL13;RPL19;RPS7;RPS18;NUP214;RPL23
GO:0034613	cellular protein localization	http://amigo.geneontology.org/amigo/term/GO:0034613	1588	35	16.6034353995519	2.10799748110831	1.56453147486246e-05	0.00494102218005638	142;1434;3313;3838;4792;4928;5108;5901;6129;6137;6143;6201;6222;7094;8021;8907;9181;9321;9349;9475;9670;9784;10802;10961;11344;23167;23224;23327;23499;27072;50944;51366;55690;57728;58528	SEC24A;ERP29;TWF2;PARP1;CSE1L;EFR3A;SYNE2;NEDD4L;MACF1;VPS41;HSPA9;KPNA2;NFKBIA;NUP98;SHANK1;PCM1;UBR5;PACS1;WDR19;RRAGD;RAN;RPL7;RPL13;RPL19;RPS7;RPS18;TLN1;NUP214;AP1M1;ARHGEF2;TRIP11;RPL23;ROCK2;IPO13;SNX17
GO:0007010	cytoskeleton organization	http://amigo.geneontology.org/amigo/term/GO:0007010	1131	28	11.8252427184466	2.36781609195402	1.66106857585335e-05	0.00505854705225055	1794;1946;2185;2597;2885;3064;3383;3636;4627;5108;5901;7094;9126;9181;9475;9793;9897;11113;11344;22974;23224;50944;54919;79585;79959;89846;91010;375449	CIT;TWF2;DOCK2;EFNA5;PTK2B;TPX2;SYNE2;GAPDH;GRB2;HTT;ICAM1;INPPL1;MAST4;MYH9;SHANK1;PCM1;DNAAF5;RAN;TLN1;CORO7;CEP76;FGD3;FMNL3;SMC3;ARHGEF2;ROCK2;CKAP5;WASHC5
GO:0016071	mRNA metabolic process	http://amigo.geneontology.org/amigo/term/GO:0016071	658	20	6.87976101568335	2.9070777247069	1.82204274259412e-05	0.00522329744261157	3190;5073;5431;5437;6129;6137;6143;6201;6222;6499;7812;9295;9349;10081;10657;22803;23020;23644;51340;79882	PDCD7;KHDRBS1;XRN2;SNRNP200;EDC4;HNRNPK;PARN;CRNKL1;POLR2B;POLR2H;RPL7;RPL13;RPL19;RPS7;RPS18;SKIV2L;CSDE1;ZC3H14;SRSF11;RPL23
GO:0070727	cellular macromolecule localization	http://amigo.geneontology.org/amigo/term/GO:0070727	1600	35	16.7289021657954	2.0921875	1.83767940985513e-05	0.00522329744261157	142;1434;3313;3838;4792;4928;5108;5901;6129;6137;6143;6201;6222;7094;8021;8907;9181;9321;9349;9475;9670;9784;10802;10961;11344;23167;23224;23327;23499;27072;50944;51366;55690;57728;58528	SEC24A;ERP29;TWF2;PARP1;CSE1L;EFR3A;SYNE2;NEDD4L;MACF1;VPS41;HSPA9;KPNA2;NFKBIA;NUP98;SHANK1;PCM1;UBR5;PACS1;WDR19;RRAGD;RAN;RPL7;RPL13;RPL19;RPS7;RPS18;TLN1;NUP214;AP1M1;ARHGEF2;TRIP11;RPL23;ROCK2;IPO13;SNX17
GO:0006886	intracellular protein transport	http://amigo.geneontology.org/amigo/term/GO:0006886	1017	26	10.6333084391337	2.44514679027953	2.00375818504295e-05	0.00551162775608426	142;1434;3313;3838;4792;4928;5108;5901;6129;6137;6143;6201;6222;8021;8907;9181;9321;9349;9670;9784;10802;10961;27072;51366;55690;57728	SEC24A;ERP29;PARP1;CSE1L;VPS41;HSPA9;KPNA2;NFKBIA;NUP98;PCM1;UBR5;PACS1;WDR19;RAN;RPL7;RPL13;RPL19;RPS7;RPS18;NUP214;AP1M1;ARHGEF2;TRIP11;RPL23;IPO13;SNX17
GO:0060333	interferon-gamma-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0060333	81	7	0.846900672143391	8.26543209876543	2.18799886084753e-05	0.00583033321451465	3383;3662;4938;6772;10346;53840;85363	TRIM22;ICAM1;IRF4;OAS1;TRIM34;STAT1;TRIM5
GO:0007017	microtubule-based process	http://amigo.geneontology.org/amigo/term/GO:0007017	618	19	6.46153846153846	2.94047619047619	2.560100303306e-05	0.00661514402614857	1946;2597;3064;4627;5108;5901;9126;9181;9475;9793;9897;11258;22974;23224;23499;54919;56992;57728;79959	DCTN3;EFNA5;TPX2;SYNE2;MACF1;GAPDH;HTT;MYH9;PCM1;DNAAF5;KIF15;WDR19;RAN;CEP76;SMC3;ARHGEF2;ROCK2;CKAP5;WASHC5
GO:0032392	DNA geometric change	http://amigo.geneontology.org/amigo/term/GO:0032392	85	7	0.888722927557879	7.87647058823529	2.99904339804424e-05	0.00752142442797743	142;641;1642;4175;4176;7520;10973	ASCC3;PARP1;DDB1;MCM6;MCM7;BLM;XRCC5
GO:1902580	single-organism cellular localization	http://amigo.geneontology.org/amigo/term/GO:1902580	1107	27	11.5743091859597	2.33275261324042	3.12068697951862e-05	0.00760288510695864	142;1434;1794;3064;3838;4627;4792;4928;5108;5901;6129;6137;6143;6201;6222;8021;9181;9349;9475;9670;23167;23224;23499;51366;55690;57728;81488	PARP1;CSE1L;DOCK2;EFR3A;SYNE2;MACF1;HTT;KPNA2;MYH9;NFKBIA;NUP98;PCM1;UBR5;PACS1;WDR19;RAN;RPL7;RPL13;RPL19;RPS7;RPS18;NUP214;POLR2M;ARHGEF2;RPL23;ROCK2;IPO13
GO:0034341	response to interferon-gamma	http://amigo.geneontology.org/amigo/term/GO:0034341	153	9	1.59970126960418	5.62605042016807	3.31627403137302e-05	0.00785496351819938	1612;2597;3383;3662;4938;6772;10346;53840;85363	TRIM22;DAPK1;GAPDH;ICAM1;IRF4;OAS1;TRIM34;STAT1;TRIM5
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	http://amigo.geneontology.org/amigo/term/GO:0000184	120	8	1.25466766243465	6.37619047619048	3.7611167968743e-05	0.00866784943971544	5073;6129;6137;6143;6201;6222;6499;9349	PARN;RPL7;RPL13;RPL19;RPS7;RPS18;SKIV2L;RPL23
GO:0033522	histone H2A ubiquitination	http://amigo.geneontology.org/amigo/term/GO:0033522	19	4	0.19865571321882	20.1353383458647	3.95369446754001e-05	0.00887188229597729	1642;9320;51366;84678	DDB1;UBR5;KDM2B;TRIP12
GO:0046907	intracellular transport	http://amigo.geneontology.org/amigo/term/GO:0046907	1662	35	17.3771471247199	2.01413959085439	4.0860676218446e-05	0.0089338201567869	142;1434;3064;3313;3838;4792;4928;5108;5901;6129;6137;6143;6201;6222;8021;8907;9181;9295;9321;9349;9670;9784;10657;10671;10802;10961;11258;23224;27072;29959;51366;55690;57728;64400;79585	KHDRBS1;DCTN6;SEC24A;ERP29;DCTN3;PARP1;CSE1L;SYNE2;VPS41;NRBP1;HTT;HSPA9;KPNA2;NFKBIA;NUP98;PCM1;UBR5;PACS1;WDR19;RAN;RPL7;RPL13;RPL19;RPS7;RPS18;AKTIP;CORO7;NUP214;AP1M1;ARHGEF2;SRSF11;TRIP11;RPL23;IPO13;SNX17
GO:0030029	actin filament-based process	http://amigo.geneontology.org/amigo/term/GO:0030029	648	19	6.77520537714712	2.8043430335097	4.87054189908243e-05	0.010382777693369	1794;1946;2185;2885;3383;3636;4627;5901;7094;9181;9475;11113;11344;23224;23327;50944;79585;89846;91010	CIT;TWF2;DOCK2;EFNA5;PTK2B;SYNE2;NEDD4L;GRB2;ICAM1;INPPL1;MYH9;SHANK1;RAN;TLN1;CORO7;FGD3;FMNL3;ARHGEF2;ROCK2
GO:0006281	DNA repair	http://amigo.geneontology.org/amigo/term/GO:0006281	485	16	5.07094846900672	3.15522827687776	5.04133190528666e-05	0.0103960958554571	142;328;641;1642;2177;5111;5431;5437;7520;8295;9100;9126;9320;10524;10973;51366	KAT5;ASCC3;PARP1;DDB1;FANCD2;APEX1;PCNA;UBR5;POLR2B;POLR2H;BLM;XRCC5;TRRAP;USP10;SMC3;TRIP12
GO:0006396	RNA processing	http://amigo.geneontology.org/amigo/term/GO:0006396	887	23	9.27408513816281	2.48002899017555	5.12062889561626e-05	0.0103960958554571	3190;5431;5437;6129;6137;6143;6201;6222;9188;9295;9349;10081;10657;22803;23020;23246;27043;28987;51340;55661;55695;56919;79882	PDCD7;KHDRBS1;XRN2;SNRNP200;BOP1;PELP1;NOB1;HNRNPK;CRNKL1;POLR2B;POLR2H;DDX27;NSUN5;DHX33;RPL7;RPL13;RPL19;RPS7;RPS18;ZC3H14;DDX21;SRSF11;RPL23
GO:0000956	nuclear-transcribed mRNA catabolic process	http://amigo.geneontology.org/amigo/term/GO:0000956	203	10	2.12247946228529	4.71147079521464	5.52401534295033e-05	0.0107189452999785	5073;6129;6137;6143;6201;6222;6499;7812;9349;23644	EDC4;PARN;RPL7;RPL13;RPL19;RPS7;RPS18;SKIV2L;CSDE1;RPL23
GO:0010629	negative regulation of gene expression	http://amigo.geneontology.org/amigo/term/GO:0010629	1410	31	14.7423450336072	2.10278622087133	5.5310612548265e-05	0.0107189452999785	142;1612;1786;2354;2597;3066;3190;3636;4928;5431;5437;5901;6605;6772;6778;7520;8021;8878;8893;10524;10657;10961;23327;23741;27044;51132;57659;79595;79882;84678;387893	KAT5;KHDRBS1;ERP29;PARP1;DAPK1;DNMT1;NEDD4L;FOSB;EID1;GAPDH;SND1;HDAC2;HNRNPK;INPPL1;KMT5A;NUP98;RLIM;POLR2B;POLR2H;ZBTB4;RAN;SMARCE1;STAT1;STAT6;XRCC5;SAP130;ZC3H14;NUP214;KDM2B;SQSTM1;EIF2B5
GO:0051649	establishment of localization in cell	http://amigo.geneontology.org/amigo/term/GO:0051649	1976	39	20.6601941747573	1.88768796992481	5.73309079430206e-05	0.0108635700451142	142;1434;1946;2185;3064;3313;3838;4627;4792;4928;5108;5901;6129;6137;6143;6201;6222;8021;8907;9181;9295;9321;9349;9670;9784;10657;10671;10802;10961;11258;23224;23592;27072;29959;51366;55690;57728;64400;79585	KHDRBS1;DCTN6;SEC24A;ERP29;DCTN3;PARP1;CSE1L;EFNA5;PTK2B;SYNE2;LEMD3;VPS41;NRBP1;HTT;HSPA9;KPNA2;MYH9;NFKBIA;NUP98;PCM1;UBR5;PACS1;WDR19;RAN;RPL7;RPL13;RPL19;RPS7;RPS18;AKTIP;CORO7;NUP214;AP1M1;ARHGEF2;SRSF11;TRIP11;RPL23;IPO13;SNX17
GO:0016925	protein sumoylation	http://amigo.geneontology.org/amigo/term/GO:0016925	128	8	1.33831217326363	5.97767857142857	5.96326221443677e-05	0.0110540732396744	142;641;3190;4928;5111;8021;9126;64135	PARP1;HNRNPK;NUP98;PCNA;BLM;IFIH1;NUP214;SMC3
GO:0000226	microtubule cytoskeleton organization	http://amigo.geneontology.org/amigo/term/GO:0000226	442	15	4.62135922330097	3.24579831932773	6.36168346934696e-05	0.0115417180730046	1946;2597;3064;4627;5108;5901;9126;9181;9475;9793;9897;22974;23224;54919;79959	EFNA5;TPX2;SYNE2;GAPDH;HTT;MYH9;PCM1;DNAAF5;RAN;CEP76;SMC3;ARHGEF2;ROCK2;CKAP5;WASHC5
GO:0000278	mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0000278	965	24	10.0896191187453	2.37868245743893	6.69019676358129e-05	0.0117234936834381	328;641;1642;3064;4175;4176;4928;5108;5111;5689;5709;5901;8021;9126;9181;9793;10657;11113;11258;22974;56984;56992;79959;387893	KHDRBS1;CIT;DCTN3;DDB1;TPX2;HTT;APEX1;KMT5A;MCM6;MCM7;NUP98;PCM1;PCNA;PSMB1;PSMG2;KIF15;PSMD3;RAN;BLM;CEP76;NUP214;SMC3;ARHGEF2;CKAP5
GO:0033554	cellular response to stress	http://amigo.geneontology.org/amigo/term/GO:0033554	1703	35	17.8058252427184	1.96564885496183	6.73684989431766e-05	0.0117234936834381	142;328;641;1642;2177;2185;2885;3066;3190;3383;4176;4792;4928;5111;5431;5437;6778;7094;7317;7520;8021;8295;8878;8893;9100;9126;9181;9320;10524;10961;10973;51366;57659;58528;387893	KAT5;ERP29;ASCC3;PARP1;DDB1;FANCD2;PTK2B;GRB2;HDAC2;HNRNPK;APEX1;ICAM1;KMT5A;MCM7;NFKBIA;NUP98;PCNA;UBR5;POLR2B;POLR2H;ZBTB4;RRAGD;BLM;STAT6;TLN1;UBA1;XRCC5;NUP214;TRRAP;SQSTM1;EIF2B5;USP10;SMC3;ARHGEF2;TRIP12
GO:0051172	negative regulation of nitrogen compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:0051172	1431	31	14.9619118745332	2.07192772287112	7.29296068640028e-05	0.012437415154587	142;328;641;1612;1786;2354;2597;3066;3190;5901;6605;6772;6778;7520;8878;8893;9126;9320;10346;10524;10657;23327;23741;51132;51366;57659;79595;79882;79991;84678;387893	TRIM22;KAT5;KHDRBS1;PARP1;DAPK1;DNMT1;NEDD4L;FOSB;EID1;GAPDH;HDAC2;HNRNPK;APEX1;KMT5A;RLIM;UBR5;ZBTB4;RAN;BLM;SMARCE1;STAT1;STAT6;XRCC5;SAP130;ZC3H14;STN1;KDM2B;SQSTM1;EIF2B5;SMC3;TRIP12
GO:0030036	actin cytoskeleton organization	http://amigo.geneontology.org/amigo/term/GO:0030036	557	17	5.82374906646751	2.91908181585022	7.63686934959207e-05	0.0127685460674454	1794;1946;2185;2885;3383;3636;4627;5901;7094;9181;9475;11113;11344;50944;79585;89846;91010	CIT;TWF2;DOCK2;EFNA5;PTK2B;GRB2;ICAM1;INPPL1;MYH9;SHANK1;RAN;TLN1;CORO7;FGD3;FMNL3;ARHGEF2;ROCK2
GO:0006402	mRNA catabolic process	http://amigo.geneontology.org/amigo/term/GO:0006402	218	10	2.27931292008962	4.3872870249017	0.000100119491344364	0.0164176712056421	5073;6129;6137;6143;6201;6222;6499;7812;9349;23644	EDC4;PARN;RPL7;RPL13;RPL19;RPS7;RPS18;SKIV2L;CSDE1;RPL23
GO:0007049	cell cycle	http://amigo.geneontology.org/amigo/term/GO:0007049	1672	34	17.4817027632562	1.94489063568011	0.000107879623745033	0.0173564066353565	328;641;1642;2177;3064;4175;4176;4627;4928;5108;5111;5689;5709;5901;8021;9126;9181;9475;9793;9897;10657;11113;11180;11258;22974;23246;23592;23741;25909;56984;56992;58528;79959;387893	KHDRBS1;CIT;WDR6;DCTN3;DDB1;FANCD2;TPX2;BOP1;LEMD3;EID1;AHCTF1;HTT;APEX1;KMT5A;MCM6;MCM7;MYH9;NUP98;PCM1;PCNA;PSMB1;PSMG2;KIF15;PSMD3;RRAGD;RAN;BLM;CEP76;NUP214;SMC3;ARHGEF2;ROCK2;CKAP5;WASHC5
